Security,005930 KS Equity,,,Security,NVDA US Equity,,,Security,XBTUSD BGN Curncy,,Security,STRL US Equity,,,Security,SKY US Equity,,,Security,XAU BGN Curncy,,Security,USGG10YR Index,,,Security,XAG BGN Curncy,,Security,BRK/B US Equity,,,Security,VOO US Equity,,,Security,AZN LN Equity,,,Security,JNJ US Equity,,,Security,PKN PW Equity,,,Security,ASML NA Equity,,,Security,IVV US Equity,,,Security,SAP GY Equity,,,Security,MA US Equity,,,Security,ELCID IB Equity,,,Security,TMO US Equity,,,Security,UNOMINDA IN Equity,,,Security,AAPL UW Equity,,,,,,Security,AVGO US Equity,,,,,,Security,ANET US Equity,,,,,,Security,9992 HK Equity,,,,,,Security,WMT US Equity,,,,,,Security,NFLX US Equity,,,,,,Security,TTAN IN Equity,,,,,,Security,RELIANCE IN Equity,,,
2020-11-30,66700,66700,,2020-11-30,13.4015,13.4088,,2020-11-30,19378.61,,2020-11-30,15.99,15.99,,2020-11-30,30.73,30.72,,2020-11-30,1776.95,,2020-11-30,0.8389,-3.9836,,2020-11-30,22.644,,2020-11-30,228.91,228.91,,2020-11-30,332.64,332.62,,2020-11-30,7805,7805,,2020-11-30,144.68,144.69,,2020-11-30,55.34,55.34,,2020-11-30,363.85,363.75,,2020-11-30,363.32,363.31,,2020-11-30,101.98,100.66,,2020-11-30,336.51,336.51,,2020-11-27,13.38,#N/A N/A,,2020-11-30,464.98,464.98,,2020-11-27,193.3,191.43,,2020-11-30,119.05,119.05,,9%,,,2020-11-30,40.158,40.158,,14.9%,,,2020-11-30,16.9188,16.9237,,29.6%,,,,,,,,,,2020-11-30,50.93,50.9667,,10.1%,,,2020-11-30,490.7,490.7,,3.1%,,,2020-12-31,1567.15,1567.5,,15.1%,,,2020-12-31,904.33,902.37,,2.9%
2020-10-30,56600,56500,,2020-10-30,12.534,12.55,,2020-10-31,13850.1,,2020-10-30,14.7,14.7,,2020-10-30,25.65,25.67,,2020-10-30,1878.81,,2020-10-30,0.8737,27.7375,,2020-10-30,23.6567,,2020-10-30,201.9,202.19,,2020-10-30,299.82,299.94,,2020-10-30,7766,7766,,2020-10-30,137.11,137.13,,2020-10-30,38.1,38.1,,2020-10-30,312,311.9,,2020-10-30,327.62,327.66,,2020-10-30,91.49,91.65,,2020-10-30,288.64,288.96,,2020-10-30,13.38,#N/A N/A,,2020-10-30,473.12,473.48,,2020-10-30,159.82,159.78,,2020-10-30,108.86,108.87,,-6%,,,2020-10-30,34.963,34.978,,-4.0%,,,2020-10-30,13.0563,13.0856,,1.0%,,,,,,,,,,2020-10-30,46.25,46.27,,-0.8%,,,2020-10-30,475.74,475.79,,-4.9%,,,2020-11-27,1361.2,1361.2,,16.8%,,,2020-11-27,879.05,879.05,,-6.1%
2020-09-29,58200,58200,,2020-09-30,13.5305,13.5183,,2020-09-30,10706.95,,2020-09-30,14.16,14.15,,2020-09-30,26.77,26.76,,2020-09-30,1885.82,,2020-09-30,0.684,-2.9468,,2020-09-30,23.2352,,2020-09-30,212.94,212.89,,2020-09-30,307.65,307.64,,2020-09-30,8457,8456,,2020-09-30,148.88,148.42,,2020-09-30,45.85,45.84,,2020-09-30,314.7,314.7,,2020-09-30,336.06,336.05,,2020-09-30,132.76,132.8,,2020-09-30,338.17,337.45,,2020-09-30,11.58,#N/A N/A,,2020-09-30,441.52,441,,2020-09-30,165.4,164.5,,2020-09-30,115.81,115.61,,-10%,,,2020-09-30,36.432,36.393,,4.9%,,,2020-09-30,12.9331,12.9281,,-7.4%,,,,,,,,,,2020-09-30,46.6367,46.6233,,0.8%,,,2020-09-30,500.03,499.72,,-5.6%,,,2020-10-30,1165.75,1165,,-3.0%,,,2020-10-30,935.85,935.85,,-8.0%
2020-08-31,54000,54000,,2020-08-31,13.3745,13.3718,,2020-08-31,11678.6,,2020-08-31,14.14,14.14,,2020-08-31,28.54,28.51,,2020-08-31,1967.8,,2020-08-31,0.7048,33.4368,,2020-08-31,28.1428,,2020-08-31,218.04,218,,2020-08-31,321.02,320.99,,2020-08-28,8340,8338,,2020-08-31,153.41,153.3,,2020-08-31,50.64,50.64,,2020-08-31,314.3,314.25,,2020-08-31,350.77,350.76,,2020-08-31,138.04,137.6,,2020-08-31,358.19,358,,2020-08-31,11.03,#N/A N/A,,2020-08-31,428.98,428.87,,2020-08-31,170,170,,2020-08-31,129.04,128.79,,21%,,,2020-08-31,34.715,34.668,,9.6%,,,2020-08-31,13.9656,13.9625,,-14.0%,,,,,,,,,,2020-08-31,46.2833,46.2833,,7.3%,,,2020-08-31,529.56,529.05,,8.3%,,,2020-09-30,1201.35,1196,,9.2%,,,2020-09-30,1017.78,1017.78,,7.4%
2020-07-31,57900,57900,,2020-07-31,10.6147,10.6145,,2020-07-31,11345.63,,2020-07-31,10.3,10.3,,2020-07-31,28.23,28.22,,2020-07-31,1975.86,,2020-07-31,0.5282,-19.4974,,2020-07-31,24.389,,2020-07-31,195.78,195.78,,2020-07-31,300.1,300.02,,2020-07-31,8530,8529,,2020-07-31,145.76,145.77,,2020-07-31,53.28,53.28,,2020-07-31,299.7,299.7,,2020-07-31,327.82,327.84,,2020-07-31,133.78,133.92,,2020-07-31,308.53,308.51,,2020-07-31,11.03,#N/A N/A,,2020-07-31,413.95,413.94,,2020-07-31,142.95,141.09,,2020-07-31,106.26,106.295,,17%,,,2020-07-31,31.675,31.672,,0.4%,,,2020-07-31,16.2356,16.2325,,23.7%,,,,,,,,,,2020-07-31,43.1333,43.14,,8.0%,,,2020-07-31,488.88,489.26,,7.4%,,,2020-08-31,1100.5,1102,,5.5%,,,2020-08-31,947.79,946.81,,0.7%
2020-06-30,52800,52800,,2020-06-30,9.4978,9.483,,2020-06-30,9147.09,,2020-06-30,10.47,10.47,,2020-06-30,24.34,24.31,,2020-06-30,1780.96,,2020-06-30,0.6561,0.5354,,2020-06-30,18.207,,2020-06-30,178.51,178.4,,2020-06-30,283.43,283.43,,2020-06-30,8421,8421,,2020-06-30,140.63,140.35,,2020-06-30,62.62,62.62,,2020-06-30,326.9,326.85,,2020-06-30,309.69,309.71,,2020-06-30,124.32,124.26,,2020-06-30,295.7,295.49,,2020-06-30,9.09,#N/A N/A,,2020-06-30,362.34,361.91,,2020-06-30,136.41,136.41,,2020-06-30,91.2,91.1475,,15%,,,2020-06-30,31.561,31.537,,8.4%,,,2020-06-30,13.1269,13.1213,,-10.0%,,,,,,,,,,2020-06-30,39.9267,39.8867,,-3.4%,,,2020-06-30,455.04,454.75,,8.4%,,,2020-07-31,1043.25,1043.25,,9.8%,,,2020-07-31,941.59,941.59,,21.3%
2020-05-29,50700,50600,,2020-05-29,8.8755,8.841,,2020-05-31,9505.38,,2020-05-29,9.05,9.03,,2020-05-29,24.84,24.84,,2020-05-29,1730.27,,2020-05-29,0.6526,2.0839,,2020-05-29,17.8655,,2020-05-29,185.58,185.38,,2020-05-29,279.75,279.59,,2020-05-29,8580,8580,,2020-05-29,148.75,148.56,,2020-05-29,66.76,66.7,,2020-05-29,292.95,292.95,,2020-05-29,305.18,305.19,,2020-05-29,113.5,112.5,,2020-05-29,300.89,301.3,,2020-05-29,8.66,#N/A N/A,,2020-05-29,349.19,349.1,,2020-05-29,144.07,143.33,,2020-05-29,79.485,79.475,,8%,,,2020-05-29,29.127,29.1,,7.2%,,,2020-05-29,14.5913,14.585,,6.5%,,,,,,,,,,2020-05-29,41.3533,41.31,,2.1%,,,2020-05-29,419.73,419.01,,0.0%,,,2020-06-30,949.85,949.85,,6.7%,,,2020-06-30,776.24,776.24,,16.4%
2020-04-29,50000,49950,,2020-04-30,7.307,7.301,,2020-04-30,8826.56,,2020-04-30,9.88,9.89,,2020-04-30,19.71,19.73,,2020-04-30,1686.5,,2020-04-30,0.6393,-4.5135,,2020-04-30,14.9697,,2020-04-30,187.36,187.29,,2020-04-30,267.1,266.84,,2020-04-30,8322,8322,,2020-04-30,150.04,149.8,,2020-04-30,62.36,62.34,,2020-04-30,270.65,270.65,,2020-04-30,291.16,291.26,,2020-04-30,108.94,108.08,,2020-04-30,274.97,275.02,,2020-04-30,8.66,#N/A N/A,,2020-04-30,334.68,334.38,,2020-04-30,148.58,146.56,,2020-04-30,73.45,73.275,,16%,,,2020-04-30,27.162,27.155,,14.6%,,,2020-04-30,13.7063,13.7019,,8.3%,,,,,,,,,,2020-04-30,40.5167,40.5133,,7.0%,,,2020-04-30,419.85,419.83,,11.8%,,,2020-05-29,890,890,,-8.3%,,,2020-05-29,667.05,667.05,,0.8%
2020-03-31,47750,47750,,2020-03-31,6.59,6.59,,2020-03-31,6481.37,,2020-03-31,9.5,9.46,,2020-03-31,15.68,15.67,,2020-03-31,1577.18,,2020-03-31,0.6695,-41.7117,,2020-03-31,13.974,,2020-03-31,182.83,182.83,,2020-03-31,236.82,236.74,,2020-03-31,7216,7214,,2020-03-31,131.13,130.98,,2020-03-31,55.7,55.64,,2020-03-31,242.45,242.4,,2020-03-31,258.4,258.43,,2020-03-31,102.8,102.32,,2020-03-31,241.56,241.88,,2020-03-31,8.25,#N/A N/A,,2020-03-31,283.6,283.17,,2020-03-31,119.6,119.6,,2020-03-31,63.5725,63.5725,,-7%,,,2020-03-31,23.71,23.71,,-13.0%,,,2020-03-31,12.6594,12.6769,,4.9%,,,,,,,,,,2020-03-31,37.8733,37.8533,,5.5%,,,2020-03-31,375.5,375.35,,1.8%,,,2020-04-30,970.05,969.8,,3.9%,,,2020-04-30,661.51,661.51,,31.6%
2020-02-28,54200,54200,,2020-02-28,6.7518,6.7515,,2020-02-29,8633.36,,2020-02-28,13.66,13.65,,2020-02-28,25.48,25.47,,2020-02-28,1585.69,,2020-02-28,1.1486,-23.7723,,2020-02-28,16.665,,2020-02-28,206.34,206.43,,2020-02-28,271.74,271.8,,2020-02-28,6794,6793,,2020-02-28,134.48,134.48,,2020-02-28,58.64,58.64,,2020-02-28,248.1,248.1,,2020-02-28,295.91,297.59,,2020-02-28,111.56,111.38,,2020-02-28,290.25,290.25,,2020-02-28,8.25,#N/A N/A,,2020-02-28,290.8,290.74,,2020-02-28,185.61,182.98,,2020-02-28,68.34,68.635,,-12%,,,2020-02-28,27.262,27.308,,-10.7%,,,2020-02-28,12.07,12.07,,-13.5%,,,,,,,,,,2020-02-28,35.8933,35.92,,-5.9%,,,2020-02-28,369.03,369.68,,6.9%,,,2020-03-31,933.7,933.5,,-25.6%,,,2020-03-31,502.56,495.46,,-16.2%
2020-01-31,56400,56400,,2020-01-31,5.9108,5.9083,,2020-01-31,9354.29,,2020-01-31,13.175,13.17,,2020-01-31,28.75,28.75,,2020-01-31,1589.16,,2020-01-31,1.5068,-21.4177,,2020-01-31,18.0425,,2020-01-31,224.43,224.16,,2020-01-31,295.69,295.61,,2020-01-31,7424,7423,,2020-01-31,148.87,148.74,,2020-01-31,75.66,75.66,,2020-01-31,254.25,254.25,,2020-01-31,323.24,323.17,,2020-01-31,117.82,118.06,,2020-01-31,315.94,315.84,,2020-01-31,8.25,#N/A N/A,,2020-01-31,313.19,312.9,,2020-01-31,195.04,195.04,,2020-01-31,77.3775,77.3325,,5%,,,2020-01-31,30.516,30.5,,-3.4%,,,2020-01-31,13.9588,13.9581,,9.8%,,,,,,,,,,2020-01-31,38.1633,38.1533,,-3.7%,,,2020-01-31,345.09,345.04,,6.7%,,,2020-02-28,1254.5,1254.5,,5.6%,,,2020-02-28,599.53,599.53,,-5.9%
2019-12-30,55800,55800,,2019-12-31,5.8825,5.8838,,2019-12-31,7158.27,,2019-12-31,14.08,14.06,,2019-12-31,31.7,31.7,,2019-12-31,1517.27,,2019-12-31,1.9175,7.9806,,2019-12-31,17.8523,,2019-12-31,226.5,226.43,,2019-12-31,295.8,295.73,,2019-12-31,7607,7606,,2019-12-31,145.87,145.78,,2019-12-30,85.82,85.94,,2019-12-31,263.7,263.5,,2019-12-31,323.24,323.27,,2019-12-30,120.32,120.06,,2019-12-31,298.59,298.34,,2019-12-31,7.49,#N/A N/A,,2019-12-31,324.87,324.58,,2019-12-31,175.04,174.45,,2019-12-31,73.4125,73.3425,,10%,,,2019-12-31,31.602,31.589,,-0.1%,,,2019-12-31,12.7125,12.7075,,4.2%,,,,,,,,,,2019-12-31,39.6133,39.5967,,-0.2%,,,2019-12-31,323.57,323.45,,2.8%,,,2020-01-31,1187.75,1187.75,,0.0%,,,2020-01-31,636.99,636.99,,-6.8%
2019-11-29,50300,50300,,2019-11-29,5.4185,5.4165,,2019-11-30,7710.34,,2019-11-29,14.57,14.58,,2019-11-29,33.18,33.17,,2019-11-29,1463.98,,2019-11-29,1.7758,5.0134,,2019-11-29,17.03,,2019-11-29,220.3,220.37,,2019-11-29,288.65,288.69,,2019-11-29,7458,7458,,2019-11-29,137.49,137.57,,2019-11-29,92.9,92.9,,2019-11-29,247,247,,2019-11-29,316.06,316.06,,2019-11-29,123.48,123.44,,2019-11-29,292.23,292.46,,2019-11-29,7.49,7.49,,2019-11-29,313.95,314.48,,2019-11-29,172.53,172.53,,2019-11-29,66.8125,66.795,,7%,,,2019-11-29,31.621,31.62,,8.0%,,,2019-11-29,12.1956,12.2031,,-20.2%,,,,,,,,,,2019-11-29,39.6967,39.7133,,1.6%,,,2019-11-29,314.66,314.67,,9.5%,,,2019-12-31,1187.95,1187.95,,2.4%,,,2019-12-31,683.19,683.19,,-2.4%
2019-10-31,50400,50400,,2019-10-31,5.0255,5.027,,2019-10-31,9189.42,,2019-10-31,16.245,16.24,,2019-10-31,28.23,28.2,,2019-10-31,1512.99,,2019-10-31,1.691,1.5876,,2019-10-31,18.1065,,2019-10-31,212.58,212.51,,2019-10-31,278.55,278.54,,2019-10-31,7501,7501,,2019-10-31,132.04,132.04,,2019-10-31,104.4,104.25,,2019-10-31,235,235,,2019-10-31,304.97,304.97,,2019-10-31,118.8,119.36,,2019-10-31,276.81,276.9,,2019-10-31,7.14,#N/A N/A,,2019-10-31,301.98,302.12,,2019-10-31,183.28,183.28,,2019-10-31,62.19,62.19,,11%,,,2019-10-31,29.285,29.279,,6.1%,,,2019-10-31,15.2856,15.2863,,2.4%,,,,,,,,,,2019-10-31,39.0867,39.0867,,-1.2%,,,2019-10-31,287.41,287.43,,7.4%,,,2019-11-29,1159.7,1156.4,,-12.9%,,,2019-11-29,699.93,699.93,,5.9%
2019-09-30,49050,49000,,2019-09-30,4.3518,4.35,,2019-09-30,8240.9,,2019-09-30,13.15,13.14,,2019-09-30,30.09,30.08,,2019-09-30,1472.49,,2019-09-30,1.6646,11.263,,2019-09-30,16.9958,,2019-09-30,208.02,207.98,,2019-09-30,272.6,272.6,,2019-09-30,7261,7260,,2019-09-30,129.38,129.4,,2019-09-30,98.7,98.22,,2019-09-30,227.25,227.1,,2019-09-30,298.52,298.48,,2019-09-30,107.88,107.6,,2019-09-30,271.57,271.24,,2019-09-30,6.8,#N/A N/A,,2019-09-30,291.27,291.26,,2019-09-30,169.5,169.5,,2019-09-30,55.9925,55.9925,,7%,,,2019-09-30,27.607,27.598,,-2.3%,,,2019-09-30,14.9325,14.9325,,5.4%,,,,,,,,,,2019-09-30,39.56,39.56,,3.9%,,,2019-09-30,267.62,267.62,,-8.9%,,,2019-10-31,1331.2,1331.2,,4.6%,,,2019-10-31,660.77,660.77,,9.9%
2019-08-30,44000,43950,,2019-08-30,4.1877,4.1875,,2019-08-31,9626.18,,2019-08-30,11.19,11.18,,2019-08-30,28,27.99,,2019-08-30,1520.38,,2019-08-30,1.4961,-25.7317,,2019-08-30,18.3759,,2019-08-30,203.41,203.19,,2019-08-30,268.6,268.57,,2019-08-30,7318,7318,,2019-08-30,128.36,128.27,,2019-08-30,90.64,93.34,,2019-08-30,202.25,202.15,,2019-08-30,294.27,294.16,,2019-08-30,108.6,108.2,,2019-08-30,281.37,280.89,,2019-08-30,6.8,#N/A N/A,,2019-08-30,287.06,286.78,,2019-08-30,167.63,167.65,,2019-08-30,52.185,52.1825,,-2%,,,2019-08-30,28.264,28.252,,-2.5%,,,2019-08-30,14.1638,14.1563,,-17.1%,,,,,,,,,,2019-08-30,38.0867,38.0633,,3.5%,,,2019-08-30,293.75,293.71,,-9.1%,,,2019-09-30,1273.05,1273.05,,15.2%,,,2019-09-30,601.16,601.32,,6.7%
2019-07-31,45350,45350,,2019-07-31,4.218,4.2173,,2019-07-31,10026.61,,2019-07-31,12.52,12.52,,2019-07-31,28.5,28.52,,2019-07-31,1413.78,,2019-07-31,2.0144,0.4628,,2019-07-31,16.2645,,2019-07-31,205.43,205.33,,2019-07-31,273.08,273.08,,2019-07-31,7061,7060,,2019-07-31,130.22,130.21,,2019-07-31,97.36,97.36,,2019-07-31,202.8,202.8,,2019-07-31,299.23,299.09,,2019-07-31,111.72,111.64,,2019-07-31,272.27,272,,2019-07-31,6.8,#N/A N/A,,2019-07-31,277.68,277.62,,2019-07-31,144.25,144.25,,2019-07-31,53.26,53.19,,8%,,,2019-07-31,28.999,28.999,,0.7%,,,2019-07-31,17.0906,17.0881,,5.3%,,,,,,,,,,2019-07-31,36.7933,36.7933,,-0.1%,,,2019-07-31,322.99,322.98,,-12.1%,,,2019-08-30,1105.1,1101.55,,4.6%,,,2019-08-30,563.39,563.39,,7.1%
2019-06-28,47000,46950,,2019-06-28,4.1057,4.1038,,2019-06-30,11392.98,,2019-06-28,13.42,13.4,,2019-06-28,27.38,27.41,,2019-06-28,1409.55,,2019-06-28,2.0051,-5.6231,,2019-06-28,15.315,,2019-06-28,213.17,212.44,,2019-06-28,269.15,269.14,,2019-06-28,6438,6436,,2019-06-28,139.28,139.07,,2019-06-28,89.98,89.98,,2019-06-28,183.74,183.74,,2019-06-28,294.75,294.74,,2019-06-28,120.76,120.4,,2019-06-28,264.53,264.45,,2019-06-28,6.8,#N/A N/A,,2019-06-28,293.68,293.58,,2019-06-28,158.33,158.33,,2019-06-28,49.48,49.4775,,13%,,,2019-06-28,28.786,28.773,,14.4%,,,2019-06-28,16.2263,16.2244,,6.1%,,,,,,,,,,2019-06-28,36.83,36.81,,8.9%,,,2019-06-28,367.32,367.66,,7.0%,,,2019-07-31,1056.35,1052,,-20.9%,,,2019-07-31,526.25,526.14,,-6.9%
2019-05-31,42500,42450,,2019-05-31,3.3865,3.3855,,2019-05-31,8503.38,,2019-05-31,11.94,11.95,,2019-05-31,23.39,23.39,,2019-05-31,1305.58,,2019-05-31,2.1246,-15.0768,,2019-05-31,14.5942,,2019-05-31,197.42,197.34,,2019-05-31,252.87,252.87,,2019-05-31,5833,5832,,2019-05-31,131.15,131.15,,2019-05-31,96.78,96.7,,2019-05-31,169.3,169.3,,2019-05-31,277.3,277.23,,2019-05-31,110.42,110.4,,2019-05-31,251.49,251.38,,2019-05-31,6.48,#N/A N/A,,2019-05-31,266.98,267.03,,2019-05-31,170.66,170.66,,2019-05-31,43.7675,43.75,,-13%,,,2019-05-31,25.164,25.163,,-21.0%,,,2019-05-31,15.2869,15.2888,,-21.7%,,,,,,,,,,2019-05-31,33.8133,33.8067,,-1.4%,,,2019-05-31,343.28,343.25,,-7.4%,,,2019-06-28,1334.7,1330,,8.0%,,,2019-06-28,565.44,564.95,,-5.8%
2019-04-30,45850,45850,,2019-04-30,4.525,4.5258,,2019-04-30,5237.87,,2019-04-30,13.56,13.54,,2019-04-30,21.11,21.09,,2019-04-30,1283.53,,2019-04-30,2.5018,4.0219,,2019-04-30,14.9525,,2019-04-30,216.71,216.52,,2019-04-30,270.01,269.96,,2019-04-30,5726,5725,,2019-04-30,141.2,141.13,,2019-04-30,97.92,97.92,,2019-04-30,185.54,185.54,,2019-04-30,295.94,295.94,,2019-04-30,114.58,114.42,,2019-04-30,254.24,254.18,,2019-04-30,6.18,#N/A N/A,,2019-04-30,277.45,277.4,,2019-04-30,180.96,179.15,,2019-04-30,50.1675,50.125,,6%,,,2019-04-30,31.84,31.84,,5.9%,,,2019-04-30,19.5181,19.5131,,-0.7%,,,,,,,,,,2019-04-30,34.28,34.2633,,5.4%,,,2019-04-30,370.54,370.42,,3.9%,,,2019-05-31,1235.75,1235.75,,6.7%,,,2019-05-31,600.21,600.21,,-4.5%
2019-03-29,44650,44600,,2019-03-29,4.489,4.489,,2019-03-31,4092.97,,2019-03-29,12.52,12.52,,2019-03-29,19,19,,2019-03-29,1292.38,,2019-03-29,2.405,-11.4155,,2019-03-29,15.1183,,2019-03-29,200.89,200.84,,2019-03-29,259.54,259.5,,2019-03-29,6135,6135,,2019-03-29,139.79,139.78,,2019-03-29,97.64,97.62,,2019-03-29,167.2,167.16,,2019-03-29,284.56,284.56,,2019-03-29,103,103.1,,2019-03-29,235.45,235.35,,2019-03-29,5.89,#N/A N/A,,2019-03-29,273.72,273.6,,2019-03-29,162.38,162.38,,2019-03-29,47.4875,47.485,,10%,,,2019-03-29,30.071,30.062,,9.2%,,,2019-03-29,19.6538,19.6519,,10.2%,,,,,,,,,,2019-03-29,32.51,32.5067,,-1.5%,,,2019-03-29,356.56,356.55,,-0.4%,,,2019-04-30,1158.55,1156.15,,1.5%,,,2019-04-30,628.48,628.57,,2.2%
2019-02-28,45100,45100,,2019-02-28,3.8565,3.857,,2019-02-28,3802.53,,2019-02-28,14.61,14.61,,2019-02-28,19.86,19.85,,2019-02-28,1313.32,,2019-02-28,2.715,3.26,,2019-02-28,15.612,,2019-02-28,201.3,201.33,,2019-02-28,256.07,256.05,,2019-02-28,6139,6138,,2019-02-28,136.64,136.66,,2019-02-28,101.9,101.85,,2019-02-28,161.12,161.12,,2019-02-28,280.32,280.26,,2019-02-28,94.2,94.2,,2019-02-28,224.77,224.74,,2019-02-28,5.89,#N/A N/A,,2019-02-28,259.57,259.5,,2019-02-28,160.04,157.28,,2019-02-28,43.2875,43.29,,4%,,,2019-02-28,27.536,27.542,,2.7%,,,2019-02-28,17.8281,17.8313,,32.8%,,,,,,,,,,2019-02-28,32.9967,32.99,,3.3%,,,2019-02-28,358.1,357.91,,5.5%,,,2019-03-29,1141.85,1141.85,,11.4%,,,2019-03-29,615.15,615.06,,10.7%
2019-01-31,46150,46150,,2019-01-31,3.5938,3.5935,,2019-01-31,3417.04,,2019-01-31,13.24,13.24,,2019-01-31,18.06,18.05,,2019-01-31,1321.25,,2019-01-31,2.6293,-2.0474,,2019-01-31,16.061,,2019-01-31,205.54,206.13,,2019-01-31,248.01,248.06,,2019-01-31,5532,5528,,2019-01-31,133.08,134.05,,2019-01-31,104.7,104.7,,2019-01-31,153.22,153.22,,2019-01-31,271.55,271.5,,2019-01-31,90.25,90.2,,2019-01-31,211.13,211.24,,2019-01-31,5.89,#N/A N/A,,2019-01-31,245.67,245.58,,2019-01-31,139.22,138.25,,2019-01-31,41.61,41.5675,,6%,,,2019-01-31,26.825,26.807,,5.5%,,,2019-01-31,13.4238,13.4206,,1.9%,,,,,,,,,,2019-01-31,31.9433,32.0233,,2.9%,,,2019-01-31,339.5,339.52,,26.8%,,,2019-02-28,1025.2,1025.2,,3.0%,,,2019-02-28,555.49,555.49,,0.3%
2018-12-28,38700,38650,,2018-12-31,3.3375,3.3373,,2018-12-31,3674.18,,2018-12-31,10.89,10.88,,2018-12-31,14.69,14.69,,2018-12-31,1282.49,,2018-12-31,2.6842,-10.1629,,2018-12-31,15.495,,2018-12-31,204.18,204.37,,2018-12-31,229.81,229.84,,2018-12-31,5873,5864,,2018-12-31,129.05,129.06,,2018-12-28,108.15,106.25,,2018-12-31,137.16,137.1,,2018-12-31,251.61,251.6,,2018-12-28,86.93,87.21,,2018-12-31,188.65,188.64,,2018-12-31,5.89,#N/A N/A,,2018-12-31,223.79,223.73,,2018-12-31,160.76,159.69,,2018-12-31,39.435,39.4825,,-12%,,,2018-12-31,25.428,25.427,,7.1%,,,2018-12-31,13.1688,13.1663,,-11.6%,,,,,,,,,,2018-12-31,31.05,31.0467,,-4.6%,,,2018-12-31,267.66,267.62,,-6.5%,,,2019-01-31,995.8,995.8,,7.0%,,,2019-01-31,553.73,553.71,,9.4%
2018-11-30,41850,41850,,2018-11-30,4.0858,4.0913,,2018-11-30,3930.38,,2018-11-30,12.87,12.88,,2018-11-30,22.52,22.5,,2018-11-30,1220.52,,2018-11-30,2.9879,-4.9514,,2018-11-30,14.2048,,2018-11-30,218.24,217.95,,2018-11-30,253.48,253.47,,2018-11-30,6117,6117,,2018-11-30,146.9,146.58,,2018-11-30,110.1,110.1,,2018-11-30,149.1,149.1,,2018-11-30,278,277.86,,2018-11-30,90.92,91.07,,2018-11-30,201.07,201.14,,2018-11-30,5.89,#N/A N/A,,2018-11-30,249.55,249.55,,2018-11-30,160.84,159.94,,2018-11-30,44.645,44.6475,,-18%,,,2018-11-30,23.741,23.74,,6.2%,,,2018-11-30,14.905,14.9019,,3.5%,,,,,,,,,,2018-11-30,32.55,32.5233,,-2.6%,,,2018-11-30,286.13,286.1,,-5.2%,,,2018-12-31,931,927,,0.4%,,,2018-12-31,505.95,505.95,,-4.0%
2018-10-31,42400,42350,,2018-10-31,5.2708,5.2708,,2018-10-31,6302.4,,2018-10-31,11.36,11.35,,2018-10-31,23.83,23.82,,2018-10-31,1214.76,,2018-10-31,3.1435,2.6891,,2018-10-31,14.2485,,2018-10-31,205.28,205.16,,2018-10-31,248.79,248.73,,2018-10-31,5990,5990,,2018-10-31,139.99,140.03,,2018-10-31,92.24,92,,2018-10-31,150.92,150.92,,2018-10-31,272.76,272.72,,2018-10-31,94.66,94.76,,2018-10-31,197.67,197.67,,2018-10-31,5.89,#N/A N/A,,2018-10-31,233.65,233.51,,2018-10-31,154.12,153.18,,2018-10-31,54.715,54.69,,-3%,,,2018-10-31,22.349,22.341,,-9.4%,,,2018-10-31,14.3969,14.4069,,-13.4%,,,,,,,,,,2018-10-31,33.4267,33.42,,6.8%,,,2018-10-31,301.78,301.78,,-19.3%,,,2018-11-30,927.1,927.1,,9.8%,,,2018-11-30,526.84,526.84,,10.0%
2018-09-28,46450,46450,,2018-09-28,7.0255,7.0278,,2018-09-30,6561.3,,2018-09-28,14.32,14.31,,2018-09-28,28.57,28.56,,2018-09-28,1190.88,,2018-09-28,3.0612,7.0213,,2018-09-28,14.6554,,2018-09-28,214.11,214.11,,2018-09-28,267.05,267.05,,2018-09-28,5963,5962,,2018-09-28,138.17,138.15,,2018-09-28,101,100.7,,2018-09-28,160.9,160.9,,2018-09-28,292.73,292.74,,2018-09-28,106,106.26,,2018-09-28,222.61,222.59,,2018-09-28,5.89,#N/A N/A,,2018-09-28,244.08,244,,2018-09-28,175.71,176.56,,2018-09-28,56.435,56.44,,-1%,,,2018-09-28,24.673,24.673,,12.6%,,,2018-09-28,16.6163,16.6169,,-11.1%,,,,,,,,,,2018-09-28,31.3033,31.3067,,-2.0%,,,2018-09-28,374.13,374.3,,1.8%,,,2018-10-31,844.6,840,,4.8%,,,2018-10-31,478.87,478.87,,-15.6%
2018-08-31,48450,48400,,2018-08-31,7.017,7.0168,,2018-08-31,7044.6,,2018-08-31,14.55,14.55,,2018-08-31,28.91,28.9,,2018-08-31,1201.15,,2018-08-31,2.8604,-3.3603,,2018-08-31,14.5405,,2018-08-31,208.72,208.49,,2018-08-31,266.72,266.68,,2018-08-31,5795,5795,,2018-08-31,134.69,134.58,,2018-08-31,98.24,98.24,,2018-08-31,175.64,175.64,,2018-08-31,292.44,292.3,,2018-08-31,103.62,103.5,,2018-08-31,215.56,215.4,,2018-08-31,5.89,#N/A N/A,,2018-08-31,239.1,239.09,,2018-08-31,213.95,213.95,,2018-08-31,56.9075,56.8725,,20%,,,2018-08-31,21.903,21.902,,-1.2%,,,2018-08-31,18.6863,18.6863,,16.9%,,,,,,,,,,2018-08-31,31.9533,31.94,,7.4%,,,2018-08-31,367.68,367.68,,9.0%,,,2018-09-28,805.6,803.35,,-9.7%,,,2018-09-28,567.63,566.01,,1.3%
