Security,005930 KS Equity,,,Security,NVDA US Equity,,,Security,XBTUSD BGN Curncy,,Security,STRL US Equity,,,Security,SKY US Equity,,,Security,XAU BGN Curncy,,Security,USGG10YR Index,,,Security,XAG BGN Curncy,,Security,BRK/B US Equity,,,Security,VOO US Equity,,,Security,AZN LN Equity,,,Security,JNJ US Equity,,,Security,PKN PW Equity,,,Security,ASML NA Equity,,,Security,IVV US Equity,,,Security,SAP GY Equity,,,Security,MA US Equity,,,Security,ELCID IB Equity,,,Security,TMO US Equity,,,Security,UNOMINDA IN Equity,,,Security,AAPL UW Equity,,,,,,Security,AVGO US Equity,,,,,,Security,ANET US Equity,,,,,,Security,9992 HK Equity,,,,,,Security,WMT US Equity,,,,,,Security,NFLX US Equity,,,,,,Security,TTAN IN Equity,,,,,,Security,RELIANCE IN Equity,,,
2025-05-30,56200,56200,,2025-05-30,135.13,134.83,,2025-05-31,104834.41,,2025-05-30,188.01,188,,2025-05-30,65.4,65.37,,2025-05-30,3289.25,,2025-05-30,4.4004,5.7284,,2025-05-30,32.9832,,2025-05-30,503.96,503.56,,2025-05-30,541.76,541.84,,2025-05-30,10720,10718,,2025-05-30,155.21,154.93,,2025-05-30,73.54,73.47,,2025-05-30,653.9,653.9,,2025-05-30,592.15,592.27,,2025-05-30,265.9,266.15,,2025-05-30,585.6,584.09,,2025-05-30,129840,#N/A N/A,,2025-05-30,402.82,402.71,,2025-05-30,1006.65,1006.65,,2025-05-30,200.85,200.64,,-5%,,,2025-05-30,242.07,241.9,,25.8%,,,2025-05-30,86.64,86.57,,5.3%,,,2025-05-30,220.4,220.4,,13.7%,,,2025-05-30,98.72,98.64,,1.5%,,,2025-05-30,1207.23,1206.03,,6.7%,,,2025-06-30,3690.2,3680,,3.8%,,,2025-06-30,1500.6,1500.6,,5.6%
2025-04-30,55500,55400,,2025-04-30,108.92,108.74,,2025-04-30,94581.18,,2025-04-30,149.43,149.15,,2025-04-30,86.5,86.39,,2025-04-30,3288.71,,2025-04-30,4.1619,-1.0299,,2025-04-30,32.6164,,2025-04-30,533.25,532.88,,2025-04-30,509.74,509.48,,2025-04-30,10728,10728,,2025-04-30,156.31,156.22,,2025-04-30,68.23,68.1,,2025-04-30,582.5,582.4,,2025-04-30,557.96,556.91,,2025-04-30,255.3,254.95,,2025-04-30,548.06,546.32,,2025-04-30,133016.3,#N/A N/A,,2025-04-30,429,428.59,,2025-04-30,894.2,880.7,,2025-04-30,212.5,212.46,,-4%,,,2025-04-30,192.47,192.35,,15.0%,,,2025-04-30,82.27,82.2,,6.2%,,,2025-04-30,193.8,193.7,,23.8%,,,2025-04-30,97.25,97.2,,10.8%,,,2025-04-30,1131.72,1130.45,,21.4%,,,2025-05-30,3555,3555,,5.2%,,,2025-05-30,1420.9,1417.5,,1.1%
2025-03-31,57800,57700,,2025-03-31,108.38,108.76,,2025-03-31,82421.29,,2025-03-31,113.21,113.13,,2025-03-31,94.76,94.76,,2025-03-31,3123.57,,2025-03-31,4.2053,-0.071,,2025-03-31,34.0859,,2025-03-31,532.58,533.27,,2025-03-31,513.91,513.86,,2025-03-31,11254,11252,,2025-03-31,165.84,165.88,,2025-03-31,68.06,68.03,,2025-03-31,606,605.9,,2025-03-31,561.9,561.76,,2025-03-31,244.4,244.7,,2025-03-31,548.12,547.86,,2025-03-28,132623.3,#N/A N/A,,2025-03-31,497.6,497.68,,2025-03-28,875.5,875.5,,2025-03-31,222.13,222.04,,-8%,,,2025-03-31,167.43,167.43,,-16.0%,,,2025-03-31,77.48,77.45,,-16.7%,,,2025-03-31,156.5,156.5,,50.2%,,,2025-03-31,87.79,87.83,,-11.0%,,,2025-03-31,932.53,932.29,,-4.9%,,,2025-04-30,3379.7,3350,,10.3%,,,2025-04-30,1405,1393.2,,10.2%
2025-02-28,54500,54500,,2025-02-28,124.92,125.05,,2025-02-28,84212.07,,2025-02-28,127.21,127.04,,2025-02-28,102.5,102.55,,2025-02-28,2857.83,,2025-02-28,4.2082,-7.2813,,2025-02-28,31.1501,,2025-02-28,513.83,513.92,,2025-02-28,546.33,546.24,,2025-02-28,11968,11968,,2025-02-28,165.02,164.97,,2025-02-28,62.7,62.7,,2025-02-28,678.6,678.5,,2025-02-28,597.04,596.93,,2025-02-28,265.3,264.1,,2025-02-28,576.31,575.92,,2025-02-28,132894.5,#N/A N/A,,2025-02-28,528.96,528.81,,2025-02-28,825.9,825.9,,2025-02-28,241.84,241.83,,2%,,,2025-02-28,199.43,199.56,,-9.9%,,,2025-02-28,93.05,93.08,,-19.2%,,,2025-02-28,104.2,104.2,,10.9%,,,2025-02-28,98.61,98.61,,0.5%,,,2025-02-28,980.56,980.55,,0.4%,,,2025-03-28,3063.35,3063.8,,-0.5%,,,2025-03-28,1275.1,1275.1,,6.2%
2025-01-31,52400,52400,,2025-01-31,120.07,119.99,,2025-01-31,102110.01,,2025-01-31,142.42,142.21,,2025-01-31,92.33,92.28,,2025-01-31,2798.41,,2025-01-31,4.5387,-0.6623,,2025-01-31,31.3047,,2025-01-31,468.67,468.38,,2025-01-31,553.33,553.36,,2025-01-31,11344,11344,,2025-01-31,152.15,152.18,,2025-01-31,53.79,53.78,,2025-01-31,722.7,722.7,,2025-01-31,604.66,604.69,,2025-01-31,268.5,268.85,,2025-01-31,555.43,555.61,,2025-01-31,153345.8,#N/A N/A,,2025-01-31,597.75,597.75,,2025-01-31,945.6,945.6,,2025-01-31,236,235.84,,-6%,,,2025-01-31,221.27,221.12,,-4.6%,,,2025-01-31,115.23,115.14,,4.3%,,,2025-01-28,94,93.9,,4.9%,,,2025-01-31,98.16,98.08,,8.6%,,,2025-01-31,976.76,976.22,,9.6%,,,2025-02-28,3077.25,3077.25,,-11.8%,,,2025-02-28,1200.1,1199.6,,-5.1%
2024-12-30,53200,53100,,2024-12-31,134.29,134.2,,2024-12-31,93714.04,,2024-12-31,168.45,168.43,,2024-12-31,88.1,88.1,,2024-12-31,2624.5,,2024-12-31,4.569,9.6062,,2024-12-31,28.9021,,2024-12-31,453.28,453.44,,2024-12-31,538.81,538.84,,2024-12-31,10468,10464,,2024-12-31,144.62,144.63,,2024-12-30,47.2,46.9,,2024-12-31,678.7,678.7,,2024-12-31,588.68,588.82,,2024-12-30,236.3,236.15,,2024-12-31,526.57,527.17,,2024-12-31,181470.7,#N/A N/A,,2024-12-31,520.23,520.16,,2024-12-31,1053.2,1053.2,,2024-12-31,250.42,250.39,,6%,,,2024-12-31,231.84,231.78,,43.0%,,,2024-12-31,110.53,110.58,,8.9%,,,2024-12-31,89.65,89.65,,-0.2%,,,2024-12-31,90.35,90.39,,-2.3%,,,2024-12-31,891.32,891.22,,0.5%,,,2025-01-31,3490.25,3490.25,,7.3%,,,2025-01-31,1265.1,1264.9,,4.1%
2024-11-29,54200,54200,,2024-11-29,138.25,138.27,,2024-11-30,96841.2,,2024-11-29,194.45,194.32,,2024-11-29,103.73,103.83,,2024-11-29,2643.15,,2024-11-29,4.1685,-2.7036,,2024-11-29,30.625,,2024-11-29,483.02,483.76,,2024-11-29,553.45,553.86,,2024-11-29,10612,10610,,2024-11-29,155.01,155.21,,2024-11-29,51.02,51.02,,2024-11-29,658.4,658.3,,2024-11-29,605.07,605.43,,2024-11-29,224.9,225.3,,2024-11-29,532.94,532.99,,2024-11-29,214005,#N/A N/A,,2024-11-29,529.63,529.85,,2024-11-29,1051.25,1051.25,,2024-11-29,237.33,237.32,,5%,,,2024-11-29,162.08,162.02,,-4.5%,,,2024-11-29,101.455,101.3175,,5.0%,,,2024-11-29,89.85,89.85,,27.4%,,,2024-11-29,92.5,92.52,,12.9%,,,2024-11-29,886.81,886.62,,17.3%,,,2024-12-31,3253.15,3254,,0.1%,,,2024-12-31,1215.45,1215.45,,-5.9%
2024-10-31,59200,59200,,2024-10-31,132.76,132.52,,2024-10-31,69937.51,,2024-10-31,154.45,154.23,,2024-10-31,88.23,88.23,,2024-10-31,2743.97,,2024-10-31,4.2844,13.3152,,2024-10-31,32.6625,,2024-10-31,450.92,450.79,,2024-10-31,522.67,522.59,,2024-10-31,11042,11042,,2024-10-31,159.86,159.8,,2024-10-31,52.09,52.05,,2024-10-31,621.2,621.2,,2024-10-31,571.24,571.28,,2024-10-31,214.8,214.1,,2024-10-31,499.59,499.37,,2024-10-31,248062.5,#N/A N/A,,2024-10-31,546.32,546.51,,2024-10-31,983.3,983.3,,2024-10-31,225.91,225.37,,-3%,,,2024-10-31,169.77,169.7,,-1.6%,,,2024-10-31,96.61,96.585,,0.7%,,,2024-10-31,70.5,70.5,,32.4%,,,2024-10-31,81.95,81.94,,1.5%,,,2024-10-31,756.03,755.91,,6.6%,,,2024-11-29,3249,3250,,-0.6%,,,2024-11-29,1292.2,1290.2,,-3.0%
2024-09-30,61500,61500,,2024-09-30,121.44,121.49,,2024-09-30,63785.09,,2024-09-30,145.02,144.89,,2024-09-30,94.85,94.84,,2024-09-30,2634.58,,2024-09-30,3.7809,-3.1386,,2024-09-30,31.1595,,2024-09-30,460.26,460.2,,2024-09-30,527.67,527.58,,2024-09-30,11588,11586,,2024-09-30,162.06,162,,2024-09-30,55.87,55.87,,2024-09-30,745.6,745.5,,2024-09-30,576.82,576.73,,2024-09-30,204.4,204.9,,2024-09-30,493.8,493.6,,2024-09-30,3.53,#N/A N/A,,2024-09-30,618.57,618.21,,2024-09-30,1101.65,1098.7,,2024-09-30,233,232.99,,2%,,,2024-09-30,172.5,172.44,,5.9%,,,2024-09-30,95.955,95.895,,8.6%,,,2024-09-30,53.25,53.2,,16.1%,,,2024-09-30,80.75,80.75,,4.6%,,,2024-09-30,709.27,709.27,,1.1%,,,2024-10-31,3267.05,3269.1,,-14.6%,,,2024-10-31,1332.05,1332.05,,-9.8%
2024-08-30,74300,74300,,2024-08-30,119.37,119.36,,2024-08-31,58954.67,,2024-08-30,119.53,119.53,,2024-08-30,93.41,93.41,,2024-08-30,2503.39,,2024-08-30,3.9034,-3.131,,2024-08-30,28.8647,,2024-08-30,475.92,475.7,,2024-08-30,518.04,517.96,,2024-08-30,13274,13272,,2024-08-30,165.86,165.79,,2024-08-30,64.34,64.3,,2024-08-30,812,811.9,,2024-08-30,566.75,566.66,,2024-08-30,197.72,197.7,,2024-08-30,483.34,483.12,,2024-08-30,3.53,#N/A N/A,,2024-08-30,615.07,614.68,,2024-08-30,1173.9,1173.9,,2024-08-30,229,228.86,,3%,,,2024-08-30,162.82,162.72,,1.3%,,,2024-08-30,88.345,88.285,,2.0%,,,2024-08-30,45.85,45.85,,10.6%,,,2024-08-30,77.23,77.21,,12.5%,,,2024-08-30,701.35,700.9,,11.6%,,,2024-09-30,3823.95,3821.6,,7.3%,,,2024-09-30,1476.58,1476.58,,-2.2%
2024-07-31,83900,83800,,2024-07-31,117.02,117.18,,2024-07-31,64559.96,,2024-07-31,116.36,116.39,,2024-07-31,81.51,81.45,,2024-07-31,2447.6,,2024-07-31,4.0296,-8.3363,,2024-07-31,29.0065,,2024-07-31,438.5,438.36,,2024-07-31,505.93,505.83,,2024-07-31,12368,12362,,2024-07-31,157.85,157.85,,2024-07-31,64.67,64.67,,2024-07-31,850.5,850.4,,2024-07-31,553.32,553.39,,2024-07-31,195.02,195.06,,2024-07-31,463.71,463.42,,2024-07-31,3.53,#N/A N/A,,2024-07-31,613.34,612.75,,2024-07-31,1041,1041,,2024-07-31,222.08,221.99,,5%,,,2024-07-31,160.68,160.87,,0.1%,,,2024-07-31,86.6375,86.6125,,-1.1%,,,2024-07-31,41.45,41.45,,8.4%,,,2024-07-31,68.64,68.63,,1.4%,,,2024-07-31,628.35,627.96,,-6.9%,,,2024-08-30,3565.15,3565.15,,3.1%,,,2024-08-30,1509.63,1509.63,,0.3%
2024-06-28,81500,81400,,2024-06-28,123.54,123.41,,2024-06-30,61904.96,,2024-06-28,118.34,118.22,,2024-06-28,67.75,67.5,,2024-06-28,2326.75,,2024-06-28,4.3961,-2.2777,,2024-06-28,29.1429,,2024-06-28,406.8,406.98,,2024-06-28,500.13,500.04,,2024-06-28,12356,12354,,2024-06-28,146.16,146.11,,2024-06-28,67.69,67.69,,2024-06-28,964.2,964.2,,2024-06-28,547.23,547.03,,2024-06-28,189.52,189.82,,2024-06-28,441.16,441.01,,2024-06-28,3.53,#N/A N/A,,2024-06-28,553,552.36,,2024-06-28,1092.05,1092.05,,2024-06-28,210.62,210.33,,10%,,,2024-06-28,160.553,160.552,,20.8%,,,2024-06-28,87.62,87.6075,,17.7%,,,2024-06-28,38.25,38.2,,3.1%,,,2024-06-28,67.71,67.7,,3.0%,,,2024-06-28,674.88,674.57,,5.2%,,,2024-07-31,3458.95,3458.95,,1.6%,,,2024-07-31,1505.43,1505.43,,-3.8%
2024-05-31,73500,73500,,2024-05-31,109.633,109.66,,2024-05-31,67630.41,,2024-05-31,122.87,122.63,,2024-05-31,69.61,69.65,,2024-05-31,2327.33,,2024-05-31,4.4985,-3.8738,,2024-05-31,30.4083,,2024-05-31,414.4,414.81,,2024-05-31,484.62,484.71,,2024-05-31,12190,12186,,2024-05-31,146.67,146.85,,2024-05-31,63.57,63.57,,2024-05-31,870.8,870.8,,2024-05-31,529.96,529.97,,2024-05-31,165.96,166.1,,2024-05-31,447.07,446.87,,2024-05-31,3.37,#N/A N/A,,2024-05-31,567.98,568.07,,2024-05-31,850.25,850.25,,2024-05-31,192.25,192.47,,13%,,,2024-05-31,132.855,132.967,,2.2%,,,2024-05-31,74.4125,74.4625,,16.0%,,,2024-05-31,37.1,37.05,,9.4%,,,2024-05-31,65.76,65.75,,10.8%,,,2024-05-31,641.62,641.62,,16.5%,,,2024-06-28,3404.2,3404.2,,5.0%,,,2024-06-28,1565.4,1565.4,,9.4%
2024-04-30,77500,77500,,2024-04-30,86.402,86.324,,2024-04-30,59868.89,,2024-04-30,101.6,101.59,,2024-04-30,74.99,74.94,,2024-04-30,2286.25,,2024-04-30,4.6798,11.4161,,2024-04-30,26.2942,,2024-04-30,396.73,396.77,,2024-04-30,461.43,461.41,,2024-04-30,12062,12060,,2024-04-30,144.59,144.6,,2024-04-30,66.44,66.44,,2024-04-30,832.7,832.7,,2024-04-30,504.44,504.49,,2024-04-30,169.7,169.86,,2024-04-30,451.2,451,,2024-04-30,3.37,#N/A N/A,,2024-04-30,568.72,568.45,,2024-04-30,738,738,,2024-04-30,170.33,170,,-1%,,,2024-04-30,130.027,129.905,,-1.9%,,,2024-04-30,64.14,64.125,,-11.5%,,,2024-04-30,33.9,33.85,,17.9%,,,2024-04-30,59.35,59.31,,-1.4%,,,2024-04-30,550.64,550.51,,-9.3%,,,2024-05-31,3241.9,3241.9,,-9.7%,,,2024-05-31,1430.4,1430.4,,-2.5%
2024-03-29,82400,82300,,2024-03-28,90.356,90.256,,2024-03-31,70845.76,,2024-03-28,110.31,110.16,,2024-03-28,85.01,85.07,,2024-03-29,2229.87,,2024-03-29,4.2003,-1.1726,,2024-03-29,24.9631,,2024-03-28,420.52,420.34,,2024-03-28,480.7,480.77,,2024-03-28,10678,10678,,2024-03-28,158.19,158.18,,2024-03-28,65.08,65.08,,2024-03-28,892.2,892.1,,2024-03-28,525.73,525.67,,2024-03-28,180.46,180.66,,2024-03-28,481.57,480.94,,2024-03-28,3.37,#N/A N/A,,2024-03-28,581.21,580.61,,2024-03-28,684.75,684.75,,2024-03-28,171.48,171.47,,-5%,,,2024-03-28,132.541,132.434,,1.9%,,,2024-03-28,72.495,72.4275,,4.5%,,,2024-03-28,28.75,28.7,,46.8%,,,2024-03-28,60.17,60.16,,2.7%,,,2024-03-28,607.33,607.08,,0.7%,,,2024-04-30,3589.25,3589.25,,-5.6%,,,2024-04-30,1467,1465.58,,-1.3%
2024-02-29,73400,73300,,2024-02-29,79.112,79.015,,2024-02-29,61430.64,,2024-02-29,106.64,106.53,,2024-02-29,83.79,83.77,,2024-02-29,2044.3,,2024-02-29,4.2502,8.634,,2024-02-29,22.6756,,2024-02-29,409.4,408.77,,2024-02-29,466.93,466.93,,2024-02-29,9983,9983,,2024-02-29,161.38,161.26,,2024-02-29,61.98,61.98,,2024-02-29,870.5,870.5,,2024-02-29,510.45,510.46,,2024-02-29,172.88,173.38,,2024-02-29,474.76,473.88,,2024-02-29,3.37,#N/A N/A,,2024-02-29,570.18,568.95,,2024-02-29,669.6,661.35,,2024-02-29,180.75,180.73,,-2%,,,2024-02-29,130.049,129.849,,10.2%,,,2024-02-29,69.385,69.2625,,7.3%,,,2024-02-29,19.58,19.54,,11.8%,,,2024-02-29,58.61,58.6,,6.4%,,,2024-02-29,602.92,602.18,,6.9%,,,2024-03-28,3801.8,3801.8,,4.9%,,,2024-03-28,1485.85,1485.85,,1.7%
2024-01-31,72700,72700,,2024-01-31,61.527,61.493,,2024-01-31,42458.43,,2024-01-31,75.1,74.97,,2024-01-31,68.48,68.44,,2024-01-31,2039.52,,2024-01-31,3.9124,0.8588,,2024-01-31,22.958,,2024-01-31,383.74,383.56,,2024-01-31,443.82,443.78,,2024-01-31,10500,10500,,2024-01-31,158.9,158.83,,2024-01-31,62.66,62.65,,2024-01-31,798.2,798.2,,2024-01-31,485.2,485.22,,2024-01-31,160.8,160.78,,2024-01-31,449.23,448.85,,2024-01-31,3.37,#N/A N/A,,2024-01-31,538.98,538.79,,2024-01-31,690.1,690.1,,2024-01-31,184.4,184.38,,-4%,,,2024-01-31,118,117.932,,5.7%,,,2024-01-31,64.67,64.645,,9.8%,,,2024-01-31,17.52,17.5,,-13.5%,,,2024-01-31,55.0833,55.07,,4.8%,,,2024-01-31,564.11,563.96,,15.9%,,,2024-02-29,3624.4,3633,,-2.0%,,,2024-02-29,1460.8,1460.8,,2.4%
2023-12-28,78500,78400,,2023-12-29,49.522,49.517,,2023-12-31,42507.9,,2023-12-29,87.93,87.93,,2023-12-29,74.26,74.26,,2023-12-29,2062.98,,2023-12-29,3.8791,-10.3392,,2023-12-29,23.7953,,2023-12-29,356.66,356.93,,2023-12-29,436.8,436.8,,2023-12-29,10600,10598,,2023-12-29,156.74,156.74,,2023-12-29,65.5,66.11,,2023-12-29,681.7,681.7,,2023-12-29,477.63,477.56,,2023-12-29,139.48,139.56,,2023-12-29,426.51,426.52,,2023-12-29,3.37,#N/A N/A,,2023-12-29,530.79,531.24,,2023-12-29,687.65,687.65,,2023-12-29,192.53,192.49,,1%,,,2023-12-29,111.625,111.638,,20.6%,,,2023-12-29,58.8775,58.86,,7.2%,,,2023-12-29,20.25,20.25,,-13.6%,,,2023-12-29,52.55,52.5467,,1.3%,,,2023-12-29,486.88,486.86,,2.7%,,,2024-01-31,3697.55,3697.55,,0.6%,,,2024-01-31,1426.63,1423.55,,10.4%
2023-11-30,72800,72700,,2023-11-30,46.77,46.77,,2023-11-30,37750.77,,2023-11-30,63.51,63.52,,2023-11-30,60.19,60.18,,2023-11-30,2036.41,,2023-11-30,4.3264,-12.2566,,2023-11-30,25.272,,2023-11-30,360,359.7,,2023-11-30,419.4,419.27,,2023-11-30,10126,10118,,2023-11-30,154.66,154.66,,2023-11-30,59.04,59.04,,2023-11-30,623,623,,2023-11-30,458.42,458.38,,2023-11-30,145.48,145.3,,2023-11-30,413.83,413.65,,2023-11-30,3.37,#N/A N/A,,2023-11-30,495.76,495.54,,2023-11-30,673.25,659,,2023-11-30,189.95,189.91,,11%,,,2023-11-30,92.573,92.62,,10.0%,,,2023-11-30,54.9275,54.91,,9.7%,,,2023-11-30,23.45,23.35,,8.8%,,,2023-11-30,51.8967,51.8567,,-4.7%,,,2023-11-30,473.97,474.04,,15.1%,,,2023-12-29,3675.45,3675.95,,5.3%,,,2023-12-29,1292.47,1292.47,,8.7%
2023-10-31,66900,66800,,2023-10-31,40.78,40.761,,2023-10-31,34650.56,,2023-10-31,72.85,72.79,,2023-10-31,58.63,58.57,,2023-10-31,1983.88,,2023-10-31,4.9307,7.8666,,2023-10-31,22.8451,,2023-10-31,341.33,341.23,,2023-10-31,384.17,384.22,,2023-10-31,10250,10246,,2023-10-31,148.34,148.31,,2023-10-31,66.5,66.5,,2023-10-31,565.3,565.2,,2023-10-31,419.94,420.05,,2023-10-31,126.74,126.56,,2023-10-31,376.35,376.18,,2023-10-31,3.21,#N/A N/A,,2023-10-31,444.77,444.62,,2023-10-31,582.7,582.7,,2023-10-31,170.77,170.75,,0%,,,2023-10-31,84.137,84.083,,1.3%,,,2023-10-31,50.0925,50.095,,8.9%,,,2023-10-31,21.55,21.5,,-6.9%,,,2023-10-31,54.47,54.47,,2.2%,,,2023-10-31,411.69,411.69,,9.0%,,,2023-11-30,3490.6,3490.6,,9.4%,,,2023-11-30,1188.72,1188.72,,3.9%
2023-09-27,68400,68400,,2023-09-29,43.499,43.487,,2023-09-30,27072.54,,2023-09-29,73.48,73.43,,2023-09-29,63.72,63.7,,2023-09-29,1848.63,,2023-09-29,4.5711,11.27,,2023-09-29,22.1795,,2023-09-29,350.3,350.25,,2023-09-29,392.7,392.63,,2023-09-29,11102,11100,,2023-09-29,155.75,155.79,,2023-09-29,58.7,58.68,,2023-09-29,559.1,559.1,,2023-09-29,429.43,429.23,,2023-09-29,122.82,122.78,,2023-09-29,395.91,395.94,,2023-09-29,3.21,#N/A N/A,,2023-09-29,506.17,506.39,,2023-09-29,599.45,599.45,,2023-09-29,171.21,171.18,,-9%,,,2023-09-29,83.058,83.005,,-10.0%,,,2023-09-29,45.9825,45.9825,,-5.8%,,,2023-09-29,23.15,23.1,,-9.2%,,,2023-09-29,53.31,53.31,,-1.6%,,,2023-09-29,377.6,377.34,,-12.9%,,,2023-10-31,3189.65,3189.65,,1.3%,,,2023-10-31,1143.95,1143.95,,-2.4%
2023-08-31,66900,66900,,2023-08-31,49.355,49.364,,2023-08-31,26013.12,,2023-08-31,82.76,82.72,,2023-08-31,71.27,71.26,,2023-08-31,1940.19,,2023-08-31,4.1081,3.7729,,2023-08-31,24.443,,2023-08-31,360.2,359.93,,2023-08-31,413.83,413.76,,2023-08-31,10662,10660,,2023-08-31,161.68,161.7,,2023-08-31,63.05,63.05,,2023-08-31,607.9,607.9,,2023-08-31,452.69,452.75,,2023-08-31,128.82,129.08,,2023-08-31,412.64,412.43,,2023-08-31,3.21,#N/A N/A,,2023-08-31,557.1,556.95,,2023-08-31,602.2,602.2,,2023-08-31,187.87,187.87,,-4%,,,2023-08-31,92.289,92.21,,2.7%,,,2023-08-31,48.8075,48.7975,,25.9%,,,2023-08-31,25.5,25.5,,16.2%,,,2023-08-31,54.2033,54.19,,1.7%,,,2023-08-31,433.68,433.61,,-1.2%,,,2023-09-29,3148.8,3148.8,,1.4%,,,2023-09-29,1172.5,1171.03,,-2.6%
2023-07-31,69800,69800,,2023-07-31,46.729,46.736,,2023-07-31,29206.8,,2023-07-31,59.99,59.99,,2023-07-31,69.66,69.66,,2023-07-31,1965.09,,2023-07-31,3.9588,3.1829,,2023-07-31,24.7465,,2023-07-31,351.96,352.12,,2023-07-31,420.68,420.63,,2023-07-31,11186,11184,,2023-07-31,167.53,167.62,,2023-07-31,71.49,71.48,,2023-07-31,652.2,652.1,,2023-07-31,460.18,460.2,,2023-07-31,124.4,124.46,,2023-07-31,394.28,394.23,,2023-07-31,3.21,#N/A N/A,,2023-07-31,548.66,548.66,,2023-07-31,595.15,589.55,,2023-07-31,196.45,196.47,,1%,,,2023-07-31,89.865,89.924,,3.6%,,,2023-07-31,38.7725,38.7925,,-4.3%,,,2023-07-31,21.95,21.95,,26.0%,,,2023-07-31,53.2867,53.2867,,1.7%,,,2023-07-31,438.97,439.05,,-0.3%,,,2023-08-31,3104.45,3104.45,,3.3%,,,2023-08-31,1203.5,1203.5,,-5.6%
2023-06-30,72200,72200,,2023-06-30,42.302,42.276,,2023-06-30,30390.91,,2023-06-30,55.8,55.79,,2023-06-30,65.45,65.45,,2023-06-30,1919.35,,2023-06-30,3.8367,5.3273,,2023-06-30,22.7747,,2023-06-30,341,340.91,,2023-06-30,407.28,407.22,,2023-06-30,11276,11276,,2023-06-30,165.52,165.41,,2023-06-30,64.41,64.4,,2023-06-30,663,662.9,,2023-06-30,445.71,445.52,,2023-06-30,125.14,124.84,,2023-06-30,393.3,392.96,,2023-06-30,3.06,#N/A N/A,,2023-06-30,521.75,521.38,,2023-06-30,581.8,581.8,,2023-06-30,193.97,193.78,,9%,,,2023-06-30,86.743,86.675,,7.4%,,,2023-06-30,40.515,40.4975,,-2.6%,,,2023-06-30,17.42,17.42,,1.3%,,,2023-06-30,52.3933,52.3933,,7.0%,,,2023-06-30,440.49,440.3,,11.5%,,,2023-07-31,3004.05,3004.05,,-1.4%,,,2023-07-31,1274.63,1273.93,,9.7%
2023-05-31,71400,71300,,2023-05-31,37.834,37.838,,2023-05-31,27117.1,,2023-05-31,46.07,45.97,,2023-05-31,58.13,58.12,,2023-05-31,1962.73,,2023-05-31,3.6426,6.4459,,2023-05-31,23.4858,,2023-05-31,321.08,321.2,,2023-05-31,383.89,383.88,,2023-05-31,11660,11658,,2023-05-31,155.06,155.18,,2023-05-31,60.19,60.19,,2023-05-31,671.5,671.5,,2023-05-31,419.43,419.67,,2023-05-31,122.18,121.52,,2023-05-31,365.02,364.97,,2023-05-31,3.06,#N/A N/A,,2023-05-31,508.46,508.64,,2023-05-31,555.7,552.85,,2023-05-31,177.25,177.42,,4%,,,2023-05-31,80.796,80.697,,29.0%,,,2023-05-31,41.585,41.6,,3.9%,,,2023-05-31,17.2,17.2,,-9.2%,,,2023-05-31,48.9567,48.96,,-2.7%,,,2023-05-31,395.23,395.47,,19.8%,,,2023-06-30,3047.65,3048.6,,7.9%,,,2023-06-30,1161.67,1161.67,,3.3%
2023-04-28,65500,65400,,2023-04-28,27.749,27.749,,2023-04-30,29347.96,,2023-04-28,36.92,36.9,,2023-04-28,74.17,74.16,,2023-04-28,1990,,2023-04-28,3.422,-1.3156,,2023-04-28,25.0545,,2023-04-28,328.55,328.62,,2023-04-28,382.05,382.08,,2023-04-28,11746,11744,,2023-04-28,163.7,163.72,,2023-04-28,63.42,64.66,,2023-04-28,573.5,573.5,,2023-04-28,417.66,417.7,,2023-04-28,122.86,122.86,,2023-04-28,380.03,380.08,,2023-04-28,3.06,#N/A N/A,,2023-04-28,554.9,555.17,,2023-04-28,521.2,518.15,,2023-04-28,169.68,169.69,,3%,,,2023-04-28,62.65,62.656,,-2.3%,,,2023-04-28,40.04,40.0425,,-4.6%,,,2023-04-28,18.94,18.94,,-11.5%,,,2023-04-28,50.3233,50.3167,,2.4%,,,2023-04-28,329.93,329.96,,-4.5%,,,2023-05-31,2823.25,2822.4,,6.9%,,,2023-05-31,1125.07,1125.07,,2.0%
2023-03-31,64000,63900,,2023-03-31,27.777,27.775,,2023-03-31,28395.3,,2023-03-31,37.88,37.85,,2023-03-31,75.23,75.22,,2023-03-31,1969.28,,2023-03-31,3.4676,-11.5401,,2023-03-31,24.099,,2023-03-31,308.77,308.23,,2023-03-31,376.07,376.04,,2023-03-31,11232,11232,,2023-03-31,155,154.93,,2023-03-31,58.24,58.34,,2023-03-31,625.2,625.2,,2023-03-31,411.08,411.08,,2023-03-31,116.06,116.16,,2023-03-31,363.41,363.32,,2023-03-31,3.06,#N/A N/A,,2023-03-31,576.37,576.01,,2023-03-31,481,481.05,,2023-03-31,164.9,164.82,,12%,,,2023-03-31,64.154,64.154,,8.0%,,,2023-03-31,41.965,41.95,,21.0%,,,2023-03-31,21.4,21.4,,-1.8%,,,2023-03-31,49.15,49.13,,3.7%,,,2023-03-31,345.48,345.46,,7.2%,,,2023-04-28,2641.85,2641.85,,5.0%,,,2023-04-28,1102.57,1101.5,,3.8%
